trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
236,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
237,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
238,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
239,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
240,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
241,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
242,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
243,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
244,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
245,11,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.22629438553091674,021 | 021-001 | 021-001-014 | 021-001-014-016 | 021-001-014-016-008 | 021-001-014-016-008-001 | 021-001-014-016-008-001-014 | 021-001-014-016-008-001-014-002,005 -> 006 -> 022,000,005 -> 006 -> 022,000,Request_Payment -> Payment_Handled -> <E>,<P>
246,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
247,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
248,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
249,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
250,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
251,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
252,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-005 | 021-001-004-002-005-006 | 021-001-004-002-005-006-022,000,000,000,000,<P>,<P>
253,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
254,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
255,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
256,6,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-002 | 021-001-002-005,006 -> 022,005,006 -> 022,005,Payment_Handled -> <E>,Request_Payment
257,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
258,10,7,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
259,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
260,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
261,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
262,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
263,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
264,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
265,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
266,11,4,7,3,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.35714285714285715,0.6507936507936508,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.5461039104590262,021 | 021-001 | 021-001-013 | 021-001-013-008,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 005,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
267,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
268,5,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.21805595707852,021 | 021-001 | 021-001-013 | 021-001-013-008,022,002 -> 002 -> 005,022,002 -> 002 -> 005,<E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
269,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
270,5,2,3,4,0.0,0.0,0.0,0.0,0.25,0.25,0.33333333333333337,0.5,0.5277777777777778,0.25,0.25,0.33333333333333326,0.6011188292169345,021 | 021-001,013 -> 008 -> 022,002 -> 002 -> 002 -> 022,013 -> 008 -> 022,002 -> 002 -> 002 -> 022,REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
271,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
272,15,1,14,5,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,0.4,0.25,0.0,0.1428571428571429,0.0714285714285714,0.4,0.4383271801189885,021,001 -> 014 -> 015 -> 007 -> 008 -> 001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 007 -> 008 -> 001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
273,6,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,0.5,0.643349528424431,021 | 021-001 | 021-001-002,005 -> 006 -> 022,002 -> 005,005 -> 006 -> 022,002 -> 005,Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
274,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
275,6,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,0.5,0.643349528424431,021 | 021-001 | 021-001-002,005 -> 006 -> 022,002 -> 005,005 -> 006 -> 022,002 -> 005,Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
276,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,000,022,000,<E>,<P>
277,5,1,4,5,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.25,0.5,0.4833333333333334,0.19999999999999996,0.19999999999999996,0.25,0.5543714015187204,021,001 -> 013 -> 008 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 013 -> 008 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
278,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-022,000,000,000,000,<P>,<P>
279,13,5,8,2,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.1875,0.5416666666666666,0.125,0.125,0.5,0.28839016383224625,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-007,008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002,008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002,REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
280,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
281,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,000,022,000,<E>,<P>
282,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
283,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
284,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
285,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
286,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
287,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
288,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
289,6,2,4,4,0.5,0.5,1.0,0.625,0.5,0.5,0.5,0.75,0.6666666666666666,0.5,0.25,0.5,0.6870927081530442,021 | 021-001,002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
290,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
291,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
292,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
293,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
294,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
295,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
296,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
297,8,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
